"","GSM1200294","GSM1200295","GSM1200296","GSM1200297","GSM1200298","GSM1200299","GSM1200300","GSM1200301","GSM1200302","GSM1200303","GSM1200304","GSM1200305","GSM1200306","GSM1200307","GSM1200308","GSM1200309","GSM1200310","GSM1200311","GSM1200312","GSM1200313"
"ERLEC1",9.888521114,9.953424315,9.73174038,9.526294083,9.638734042,9.77062377,9.60693533,9.670743779,9.732706477,9.960941742,9.213360674,9.217761616,9.021134001,9.160859364,9.11261629,9.217051473,9.442419562,9.157341466,8.744657214,9.107347078
"ERLIN1",7.7066233815,7.476635576,6.8680410435,7.388168056,7.017491292,8.5949022595,8.3946139375,8.9300439715,8.958030723,8.736874617,7.234150533,7.6665871545,8.1196583865,7.9785077895,7.9100429445,7.5527544545,7.4182672225,7.350596778,7.192773392,7.0951615885
"ERLIN2",8.901302972,8.726678045,8.481373198,8.514295806,8.677347216,8.796135735,8.624814945,8.948600758,8.995713947,8.636013473,7.973618199,8.074008483,8.307163421,7.870769507,8.297836945,8.024482351,8.480575914,8.150639744,8.68434866,8.337543708
"ERMN",7.53260423,6.911905708,7.818962091,8.200776441,7.841506414,7.133756744,6.826702021,6.873770446,6.562919491,6.65132694,8.311023329,7.785683891,9.43094078,8.92493439,8.586903361,8.874389031,7.363496626,8.94788807,7.884802508,8.102583545
"ERMP1",8.07913703,8.342784986,8.244574154,8.165815624,8.134132167,8.893444504,8.092766747,8.366239603,8.501762258,8.187149746,8.311533823,8.356933947,7.257890172,7.772169043,7.947837596,8.010859202,8.08329898,7.5451288,7.487118354,8.079924578
"ERN1",7.696183111,8.139665464,8.321246623,8.63098316833333,8.79242270033333,8.50797864166667,8.56422506866667,8.00581137366667,8.369802548,8.39737141233333,8.07757049,8.46969583133333,8.405695631,8.690355976,8.45012815166667,8.67904056733333,8.20213061,8.58376107033333,8.14777650933333,8.05787448566667
"ERO1B",6.458806399,7.007087877,7.734751631,8.022674233,8.054728776,7.190226003,7.324920783,6.856683934,7.263433771,6.839324864,7.681971684,7.700909672,7.951448418,7.904905094,7.974439224,8.051477039,7.846954762,8.159736324,7.800355411,7.759075084
"ERP44",7.007423887,6.57946721,6.222799977,6.067048214,6.608929076,6.164797834,5.755400228,6.15183151,6.227204359,6.385311913,5.042133315,5.903950752,5.123763947,5.5285362,5.921278065,5.29772889,5.492286571,5.561164446,5.276095886,5.466990726
"ERRFI1",5.123146005,5.656310754,6.034805272,6.600648358,6.083981296,5.961709865,5.513418637,5.589636702,5.704120281,5.742511428,6.36402697,6.603595428,6.244928269,6.379889463,5.805591777,6.096197921,6.04052007,6.687989363,6.133230799,6.1332377
"ERV3-1",5.131685538,4.71497516,5.386879546,6.304160082,5.103304669,4.928604895,4.926096063,4.557409028,4.385746721,4.502242799,5.260660069,4.535044302,5.223958324,4.724350833,4.771191787,4.991315179,5.2133735,5.276812368,5.48134762,5.33412158
"ERV3-2",8.030993716,6.893189743,7.192292965,8.096048456,7.465660265,7.776290139,7.679135512,8.273548457,7.209125264,7.814649904,7.566116272,7.270920201,7.683419658,7.864010056,8.10890731,7.601983534,6.741731714,7.493910705,7.276602192,7.528761589
"ERVK13-1",8.900291836,8.502226363,8.663439485,8.666804061,8.679231678,8.720054742,8.666613277,8.716348754,8.870692262,8.419241742,8.04443577,8.223327448,8.132638809,8.176905148,8.09275332,8.243080284,7.785069431,7.823881015,8.000960468,8.117136642
"ERVK3-1",8.913851558,9.093402426,8.6503582905,8.3630235225,8.88034324,9.0872361265,9.146489994,9.3129095175,8.662576664,9.0867286195,8.3522401205,8.0988645305,7.3891175865,7.960012633,7.81406126,7.5524229195,8.288545448,8.2044572965,7.871040432,8.3273661545
"ESAM",7.347587238,7.500002387,6.706371295,7.526728102,6.657028508,7.359645803,6.608470409,8.697114359,6.553351998,7.957510198,6.746574347,7.048431842,6.620946992,7.049889595,7.376616833,6.954299644,6.798991524,6.755848735,6.655453068,6.867334981
"ESCO1",6.565574701,6.4706309215,6.262844083,6.2225849265,6.4169703035,6.9909083925,6.73194859,6.562497604,6.8121360105,6.9335952535,6.406452146,7.252214752,7.695015501,7.850238989,6.1601628365,8.2962204685,5.9674208885,6.597521181,6.182825492,6.4360000625
"ESF1",7.9178109345,7.8613212355,7.5241761295,7.4625918265,7.6974075755,6.589191048,6.746498106,6.5529127875,6.9095226405,6.675854921,7.178211145,6.9356583205,6.365857062,6.3369036085,6.5938328045,6.5663542235,7.606582009,7.024450218,6.948204271,6.953774817
"ESYT2",5.775052089,5.813177329,6.554580215,6.551311231,6.410651261,8.144444411,8.060122232,7.600916579,8.112260437,8.319259875,6.719928935,8.356541522,7.80592033,8.030706754,7.868295229,8.140592989,6.337655292,6.463048709,6.445080966,6.77088439
"ETFDH",7.284633242,7.01756773,7.197024626,6.978585638,7.2771186045,7.348255068,7.157419711,7.692218755,7.707807499,7.2167079055,6.599489042,6.9442040435,6.2462369155,6.749995533,6.410746351,6.83699487,7.1838927225,6.8352071725,6.806138692,6.4740939675
"ETNK1",7.53681144314286,7.30284888428571,7.606803999,7.42330279014286,7.458064072,7.806136597,7.76327512785714,7.61451742971429,7.74563371857143,7.63669621057143,7.050190097,7.958568635,7.71213670971429,7.73125898814286,7.58056176242857,7.52648191142857,7.48874115942857,7.17844387428571,7.00790872928571,7.04564043785714
"ETS1",8.884952221,9.44679085333333,10.3238698646667,10.0303650326667,10.3037314296667,10.551690025,10.841664009,9.84860362166667,10.6357912306667,10.927695134,9.632384843,10.925696125,9.707902288,10.302028164,9.77743493766667,10.1796805853333,9.872735277,9.86489344133333,9.32659692866667,9.52400163333333
"ETS2",8.587967287,8.7304182665,8.9337196415,10.274707485,9.6847537645,8.779860435,8.7305698405,9.195679573,9.071539903,8.498864752,9.219688901,8.534170799,9.571904071,9.8269120405,9.6486896735,8.8628869005,8.748717359,9.679220763,9.5870490745,9.1502895485
"ETV3",7.105192232,7.468902849,8.499152216,8.488385561,8.129281624,7.52948787,7.769364886,8.000995549,7.092014582,6.299275385,8.4261204,7.916592612,8.930694707,8.828051909,7.988514034,8.616516206,7.645512886,8.511425051,8.514429324,8.323783229
"ETV6",8.260289034,7.743789274,7.677327581,7.958428333,8.138370127,8.466819965,8.540586947,8.842774666,8.423672435,8.028217522,8.137091741,9.157104994,9.663987733,9.284180809,9.582431918,8.973501561,7.982160705,8.349209223,8.686731065,8.292259257
"ETV7",7.632135733,6.455650782,5.8144613855,5.920836735,6.022518891,5.716691138,6.1125440585,6.660708538,5.6838842985,6.1021581645,5.7690395675,5.7251441545,6.962571737,5.8987218755,5.788790395,5.715287449,6.1830664975,6.091158535,5.53241127,5.876488143
"EVA1C",6.216382288,6.850946291,7.279021204,7.638694164,7.534073121,7.405036067,7.635883551,6.906683804,7.265035109,7.673797492,6.407874373,7.041698357,6.528084906,6.625009784,6.693999412,6.480439818,6.986721829,6.81493473,6.367422841,6.412899976
"EVI5",7.576681306,7.24123442566667,7.11000519566667,7.05612040666667,7.029124963,6.09066989066667,5.979142044,6.38487012233333,6.05525364133333,5.88593437366667,6.971822625,6.132815441,6.36139725633333,6.32363759666667,6.341695537,6.28337798966667,6.65790197233333,6.646878376,6.87256361533333,6.807728758
"EVI5L",6.552813148,6.517867725,6.979789632,6.849551384,6.560762312,7.193112604,7.461692535,7.613318585,7.068885996,7.494389903,6.32227786,7.293033166,7.194832382,7.353320075,7.481516671,7.1590724,6.825524876,6.643302981,6.927017752,6.640250822
"EVL",10.37159263,9.766838598,9.726291559,9.716837747,10.16060996,9.173785365,9.863599535,8.571060672,9.612737337,9.392240428,9.243999483,9.682814027,8.954238766,9.108034366,8.91860919,9.229380272,9.376537352,8.99287771,9.034524991,9.318996556
"EWSR1",7.6946901735,7.54124114,7.545707727,7.653325642,7.596273937,7.0710094815,7.74057055,6.890723922,7.6443078805,7.314962705,7.254356117,6.9491639765,7.5890769465,7.4583274,7.2911012215,7.3107646495,6.953217478,7.324570063,7.341494767,7.2514433015
"EXD2",6.576171754,6.697687185,6.259786358,6.246849471,6.39274842,6.906022841,7.128704401,7.05413398,7.188464828,6.998088379,6.137356438,6.741844531,6.238537372,6.348235509,5.774685812,6.026365107,6.469179349,6.152566148,6.194695027,5.832991169
"EXOC2",7.979372542,7.919434207,7.509473714,7.281411551,7.55507278,7.978183318,7.936036992,7.970993135,8.173948169,8.302009101,7.096022659,7.610598033,7.208115012,6.969412361,7.141797644,7.008661666,7.482696093,7.230855714,7.052664031,7.049623382
"EXOC3-AS1",5.438236512,5.56977021,5.58546065,5.71593021,6.128239418,5.225433821,5.042491506,5.555268649,4.913996479,5.103836275,5.5053908,5.045665774,5.093639697,5.303258587,5.193185038,5.01503515,5.661145881,5.699376854,5.842531613,5.518138422
"EXOC4",7.2692940285,7.384729571,7.70357653,7.609653526,7.6025390455,7.4709667265,7.7438709905,7.2886001565,7.370237635,7.458111322,7.5589552375,8.0713495305,7.9741568635,8.0145955835,8.3065772315,8.234765433,7.723265662,7.628344695,7.5423165455,7.7085985525
"EXOC5",6.638877816,6.82894065333333,6.65287239666667,6.608542953,6.581833889,8.01883225766667,7.63542642833333,7.68604375533333,7.93487283,7.90688567066667,6.134913571,7.58512566633333,7.03999211866667,7.38351734766667,7.25147071133333,7.288553607,6.82660814266667,6.01812489833333,6.01259933433333,6.081877037
"EXOC6",7.220808835,6.8304667145,6.6035533465,6.747755673,6.707582632,6.9104257425,6.756770102,6.6946116065,6.87937439,6.8029519765,6.2496007845,7.022705632,6.8782605795,6.7315851265,6.689658762,6.795405336,6.308324224,5.962309109,5.9232818965,6.225394235
"EXOC7",7.620039159,7.599878065,7.488721817,7.595188762,7.532631308,8.136596575,8.355017318,8.290188389,8.275864053,8.134544521,7.578264696,8.270006034,8.063212542,8.019757299,8.195081648,7.962278657,7.459080117,7.565263713,7.551585782,7.695572584
"EXOSC1",5.136859561,5.158984461,4.913575855,4.995617832,4.776373766,3.890526227,4.026136401,4.035893799,4.376628071,4.460557874,4.189954719,3.638458762,4.035400064,4.047723869,3.737697786,3.898607589,4.115575395,4.035743241,3.933358321,4.091780353
"EXOSC3",8.4822150035,8.500726115,7.2630750965,6.920739274,7.310174663,7.7213420455,7.8087285695,8.2072212515,8.4093748855,8.3093510225,6.5246782395,6.8478623595,5.9986119265,6.2575681175,6.3427202155,5.9562191595,7.3248776915,6.512367591,6.5233768445,6.416268784
"EXOSC4",6.725009456,7.071617468,6.992331533,6.956924513,7.026289035,7.390355704,7.284006466,7.864550139,7.178591437,7.138624346,7.668621751,7.497251119,8.10681145,7.60434185,7.622839787,7.85997059,7.363605465,7.331430762,7.627571052,7.663330005
"EXOSC6",7.832924865,8.164054163,8.482742749,8.592654271,8.53943025933333,8.60116426366667,8.421678019,7.102107207,8.32854427466667,8.63716917266667,8.26110426666667,8.19080556666667,7.52261891233333,7.872027506,8.37727989466667,7.52240019233333,8.460756744,8.184345853,8.119139826,8.22781813966667
"EXT1",6.129262867,5.8051430675,5.518597433,5.675903305,5.7761524695,4.6869745955,4.830037037,4.8269667705,5.079565042,4.8971311865,5.402290794,4.9503191825,5.4538175065,5.0431793825,5.110852331,4.9448208605,5.142810637,5.322103831,5.5224118945,5.4429824055
"EYA3",7.8646273045,7.799301291,8.0529972535,7.882011884,7.9578483385,7.9425407775,8.014458329,8.047458662,7.915612691,7.742802297,7.8132959005,7.861470625,7.789980409,7.706622952,7.698709359,7.776342384,7.8860825545,7.6546861105,7.815333765,7.697837506
"EZH1",6.693755591,6.908786603,6.993715625,6.970004524,6.955778952,5.670381874,6.116015704,5.638397557,6.042684801,5.615959635,6.930035993,5.952193565,5.696615368,6.357348479,5.411562816,6.435725869,6.320097012,6.767065414,6.462572001,6.927629444
"EZR",10.5358926975,10.159022873,10.7791996725,10.3094541725,10.454386055,10.010559735,10.37757513625,10.06372492375,10.529023465,10.7293735525,10.904616135,11.2803770475,10.790442165,11.0625938,10.9892084175,11.1544429375,10.90503017,11.0396539925,10.6743012075,10.8541622275
"F13A1",11.61036075,11.93068899,11.41115468,11.90628965,10.64629581,11.32000925,10.30187034,12.45113052,11.63042806,11.88528884,10.86943346,10.68920964,10.89008064,10.74880601,11.84967629,10.91048581,11.00849624,9.97201248,11.27075978,10.80414794
"F2R",7.7541671845,8.4843869175,8.874427504,8.764704371,7.9802271465,9.003651708,8.5886075455,8.896912409,8.1378571455,8.984090366,8.470209869,8.3850424065,8.07334271,8.6179965945,8.6633918685,8.548171,8.682195281,8.646657564,7.3644855135,8.5435828725
"F2RL1",6.690922415,7.1843951055,6.530327221,6.9777322435,6.556386579,7.78074168,7.2792127025,7.890952259,8.1134774715,7.2396363755,6.671764012,6.21671836,6.285396078,6.162292641,6.4496289445,6.31431924,6.8123118105,6.19121312,6.603370966,6.474909033
"F2RL2",4.030943582,3.963590123,4.125292051,4.343925727,3.947437426,3.963590123,4.08208161,3.940334925,3.764411363,4.118493963,4.030265319,4.480021724,4.491327751,5.164046195,4.259314975,4.403606249,3.811201276,3.888576507,4.047614544,3.869910245
"F5",9.09209493833333,8.36208072566667,8.11801978733333,8.34738103833333,8.260712003,7.33365879633333,7.353202063,7.30331061366667,8.55361374166667,6.88394563066667,8.104140793,7.130015312,7.54549882633333,7.54966503,8.24594506466667,7.690186496,8.10998438433333,7.869050079,8.395318328,8.031019494
"F8",7.038033427,7.511801228,7.894694615,7.555515369,7.799142365,7.728301392,7.680588009,7.986847954,7.722994164,7.984420764,7.209181073,7.217589695,7.361926491,7.515649809,7.210135295,7.1427166,7.402424297,7.524972588,6.387240961,7.101691758
"FAAP20",8.501276251,8.47215976,8.772546437,8.690298832,8.622264159,9.10311733,9.304584224,9.367465201,9.16094929,9.434225508,8.738507756,9.340043613,9.28071306,9.064400946,9.420540804,9.407073645,8.584747254,8.424710604,8.444006642,8.821288956
"FADD",9.041513416,8.815250277,8.029714189,8.033863627,8.117014919,8.192461101,8.188992257,8.633938244,8.937651792,8.916166392,7.527179669,7.708108053,7.781194137,7.675552827,7.963187805,7.621994359,7.635077374,7.609812859,7.248107401,7.383681742
"FADS1",8.5937044975,7.679396206,8.27315154,8.2254977085,7.9777087255,7.4398538225,7.2816094545,7.8086925505,7.1663615255,7.8234455425,7.877382278,7.805025889,8.748636871,7.7730149185,8.2351426005,7.8108732565,8.0244653555,7.6739624305,7.974144919,8.0009159265
"FADS3",7.051760788,6.836873037,7.266209571,6.928285773,7.049605584,7.63473481,7.654441793,7.455265714,7.739395633,7.678295302,7.425968475,8.179413766,7.664483717,7.929198659,7.973594745,8.288204959,7.481957635,7.403726559,7.516330783,7.48087083
"FAF1",5.779074202,5.285555399,5.610998998,5.831210263,5.837275492,6.458778983,6.687852382,6.59439535,6.516577293,6.728905784,5.691263962,7.028718952,6.651675882,7.338009017,7.319184801,7.255487686,5.612238835,5.711563338,5.912771297,5.795666967
"FAH",7.707497529,7.803359792,7.611194565,8.253256657,7.363070004,7.947545802,7.224164702,8.034217984,7.540549346,7.494353893,7.602344987,7.343741921,7.627625331,7.36159022,8.204842713,7.65126149,7.027442022,6.917106158,7.417699046,7.584883995
"FAHD1",8.522878648,8.4344153,7.854778047,8.149356892,7.835148449,8.305355632,8.063619972,8.681606031,8.206804859,8.486115923,7.949543347,7.722742677,7.232092568,7.19553573,7.92486512,7.08350157,7.957415601,7.353305041,7.592107892,7.857154541
"FAHD2CP",4.761769618,4.504925518,4.800898929,4.696472695,4.966264114,5.207290756,5.51644463,4.867884251,4.985230848,5.448495417,4.808111744,6.287248696,6.388271369,6.168616736,5.786451057,6.171258318,5.40397862,4.88336257,4.886125865,5.193682799
"FAIM",6.200049418,6.871325048,6.75004409,6.480185184,6.606324154,7.337639978,7.002798362,7.284563631,7.516818515,7.466066989,6.5523262,6.515617141,5.94321728,6.381394103,6.518676275,6.498998628,6.876004407,6.589370154,6.375322666,6.490165663
"FAM106A",6.436016814,5.802676935,6.458796017,6.025249235,6.584650334,6.14353801,6.486833381,5.092750412,5.940450086,5.837801466,5.932582314,6.288215849,6.151422891,6.304226423,6.228397437,6.338502194,5.785676847,5.832730546,6.489083065,6.068177361
"FAM110A",8.733538228,8.861015532,8.702566687,8.745238985,8.503310193,9.203342638,9.318955526,9.313505294,8.955041227,8.94298211,8.327748203,9.621836174,8.683225372,8.907222822,8.305097518,8.569921528,8.615096691,8.414618015,8.473317127,8.375124754
"FAM110C",4.671727706,4.913135693,4.245117507,4.919723489,4.475274208,5.556125209,4.333261998,4.578048493,4.892594786,6.285462006,5.898548842,4.688520379,5.023414448,4.952587035,4.95154961,5.192400736,4.667016449,4.825065904,4.515880565,5.651965148
"FAM111A-DT",7.025289874,7.499299167,6.449857842,6.3206824345,7.143836328,6.5479591385,7.348773204,6.4385063025,7.075255622,6.9713001955,6.0396244945,6.7221186855,5.9483095245,6.1358377415,5.882360173,6.153801803,6.9889490785,6.0427601355,6.05444708,6.0869452015
"FAM111B",3.97073934,4.032083553,4.221342913,3.512793596,3.934492191,3.544048611,3.51691744,3.459226273,3.591018387,3.330841063,4.417557792,4.501133291,3.758272292,3.86338783,3.537816515,5.161774267,4.135654858,3.829301393,4.187150301,3.89221214
"FAM114A1",6.80035995,6.856593212,6.010641947,6.363794039,6.227730334,6.363666042,6.289034933,7.19221607,6.580918497,6.450620575,6.178967108,6.100589668,6.055768164,6.170438244,6.087545663,5.733277752,6.360270371,6.02755134,6.247484809,6.108732811
"FAM114A2",8.337664742,8.37424836,7.7482615345,7.6313359885,7.9612860885,8.200481502,8.179015536,8.192259933,8.4418300015,8.237186965,7.2515806065,7.763903304,7.218257147,7.35615489,7.347213302,7.1241110805,8.0408088185,7.366985607,7.2747130895,7.232782775
"FAM117A",9.870691359,9.999897573,10.32344501,10.01804096,10.43449059,10.74876333,10.96154134,10.21040006,10.73716053,11.07704495,9.723374575,10.59602329,9.799856335,10.0988868,10.34854218,10.02212826,9.917557099,9.740966432,9.589260758,9.79527238
"FAM117B",9.386387363,9.683890764,8.817574734,8.603557897,9.17583544,9.183936421,8.894043164,9.645227423,9.773650494,9.373711451,8.6713087,9.164378107,8.435481646,8.367773685,8.52486856,7.888320118,9.278380687,8.23002238,8.829375877,8.666569338
"FAM118A",7.658891104,7.6313675705,9.03514335,7.103932685,7.1661317365,9.5362528045,7.832764541,7.536360754,7.3979729155,9.2148543045,9.0202475415,7.3490292655,7.8507201135,7.4000966485,9.2797914595,7.157871111,9.0524671095,7.466401212,9.1523915605,9.057310031
"FAM118B",7.6272474075,7.3060853215,6.8372356535,6.58010214,6.792624938,7.4039734435,7.1044299045,7.76478262,7.4739834875,7.464558182,5.828171646,6.7685398685,6.164879801,6.220652972,5.9603762805,5.941548057,6.876696586,5.8296129045,6.2254093745,6.0423357045
"FAM120A",7.6423754375,7.8383208945,7.7166129395,7.7217665745,7.843934279,7.956570557,8.0535665935,8.0136492725,7.794182765,7.719890351,8.069282234,7.64420607,7.7399033355,7.7344732035,7.926588683,7.743621274,8.1857297235,7.9287754175,8.0394370065,8.0620022465
"FAM120AOS",8.441230372,8.566706611,8.669090906,8.725955507,8.571473872,7.384033097,7.411986016,7.512567986,7.724943445,7.439145265,8.542342838,7.653109136,7.635823746,7.695878407,7.898714227,7.758568538,8.300623962,7.884545232,8.267176631,8.533367337
"FAM120B",8.655212222,8.640312716,8.236704639,8.085733233,8.46487221,8.61341724,8.413010396,8.599657535,8.761955446,8.656429454,7.901828646,8.318906971,7.797542981,7.921745032,8.12535237,7.650634884,8.15664833,7.551741471,7.758522426,7.776507888
"FAM133B",9.1481017305,8.871579412,9.4026707645,9.4594188415,9.4445461125,8.298443292,8.642385828,7.9337515145,8.2736336675,7.9916170695,9.277506247,9.308715655,9.3328215375,9.2839420515,8.9812793235,9.3420334085,9.029003655,9.380479537,9.2941552005,9.196734845
"FAM133DP",9.1481017305,8.871579412,9.4026707645,9.4594188415,9.4445461125,8.298443292,8.642385828,7.9337515145,8.2736336675,7.9916170695,9.277506247,9.308715655,9.3328215375,9.2839420515,8.9812793235,9.3420334085,9.029003655,9.380479537,9.2941552005,9.196734845
"FAM13A",9.20556025066667,8.484297287,8.87454811133333,8.94195715066667,8.807247206,8.55926334666667,8.50153584666667,8.42001692833333,9.03020616766667,7.97373009866667,8.63185212866667,8.22569977333333,7.96364979166667,7.996137781,8.30360977733333,8.011874938,8.956304219,8.215566513,8.916228488,8.51557779933333
"FAM13A-AS1",8.198284719,6.874462821,7.741687282,7.258556516,7.935847416,7.771934702,7.421596509,7.152758148,7.924765431,6.942058624,6.883173507,7.082300295,6.353688962,7.121936133,5.892829218,6.922192494,6.769158435,6.782176384,6.910278269,6.955666105
"FAM149B1",6.816564343,6.288615141,6.340481089,6.175134872,6.208472293,5.828439528,5.362389038,4.802260355,5.662910497,5.612233127,5.8831252,6.048799456,5.390662649,5.234596205,5.460270229,5.67500225,5.928586756,5.702763768,6.014736342,5.87749558
"FAM153A",7.732879921,7.3082859295,7.109264513,7.4923961695,9.3142458535,7.449196812,8.369821028,6.530653181,8.347419465,7.2261874695,7.81173484,7.8567328915,7.5462701925,7.2191883555,6.3539207695,7.2562914315,7.968373087,7.330018881,8.1454572015,7.787992907
"FAM153B",6.88118876933333,6.57489642833333,6.43281472233333,6.71398364166667,8.48048894066667,6.686067322,7.515468259,5.93734781366667,7.406661891,6.41228739533333,6.96321049566667,6.93593811466667,6.75086535333333,6.422903942,5.86124125033333,6.40566983266667,7.091492151,6.520626212,7.17858923733333,6.87551168466667
"FAM153CP",8.44182823,7.912836174,7.782381021,7.998442159,9.893276648,8.326385791,9.138725477,6.732583659,9.338517637,7.927891407,8.419082685,8.61917876,8.16880216,7.809887934,6.262565402,7.788508909,8.644038178,7.904887983,8.824902812,8.372284842
"FAM161A",5.486566364,5.885496337,5.908864811,5.764594525,6.000788078,5.3772256335,5.344795728,5.514518895,5.6374487225,5.9334016805,5.7951079715,5.5191515225,5.11603828,5.354154135,5.2944523335,5.5253080925,5.9201809535,5.763503624,5.8865938195,5.8117115865
"FAM161B",4.034615082,4.504982336,4.173645374,3.93926993,4.109030627,4.805506547,4.725157636,5.026079525,4.833432343,5.166093265,4.169939448,4.227894209,4.580632021,4.30937326,4.399796297,4.141159495,4.206666263,3.935555462,4.428801338,4.018021569
"FAM162A",5.292130515,5.340695609,5.823883831,5.697736201,5.751304062,5.99144648,5.606611036,5.530569904,5.780120155,5.788047027,5.20398292,5.377366268,5.042472822,5.069653513,5.346177667,4.866115075,4.756220547,5.200805422,4.683173386,5.156053871
"FAM169A",6.994913112,7.5604890805,8.075810215,8.2599741725,8.021241348,7.232156465,7.048994161,5.852647669,7.112000748,7.320951913,7.933210346,7.6463596935,7.2149128255,7.6847072815,7.2146852515,8.237026756,7.5782232885,8.0453949005,6.6954306785,7.7053979015
"FAM171A1",7.166270145,6.863941308,7.901979571,7.381528796,7.595496948,7.317529121,7.674380397,6.623903135,7.372137829,7.435955609,6.737912587,6.984985378,6.544227873,6.782453825,6.199329626,6.53495226,7.130783343,6.531873346,6.546027223,6.722861035
"FAM172A",8.2631072395,8.0786237335,8.767160231,8.425661913,8.804028994,7.745932237,7.7209888925,7.6541351705,7.537019664,7.855023266,8.521893497,8.084836208,7.786288685,8.239885763,7.966799668,8.3656838365,8.3959923305,8.389404089,8.0460113935,8.3437671775
"FAM174A",7.445759391,7.755480489,7.437035154,7.216334127,7.210579644,8.177340841,7.980355445,8.2676657,8.150576312,7.997262505,6.928556672,7.09505567,7.037378128,7.316781284,7.419317338,6.850924222,7.682103013,7.151093405,7.120556643,7.067371938
"FAM177A1",8.02828225,8.040620885,7.456689581,7.823989544,7.917319682,8.053484577,7.395455213,7.661112195,8.348815047,8.156586246,6.961638769,7.206879393,6.755329706,6.673827021,6.772910309,6.667045858,7.231594324,6.997347875,6.665068321,7.134206239
"FAM185A",8.380850726,8.216327961,8.135514057,8.456198095,8.474583732,6.870190873,7.218078435,7.010071991,6.840659342,6.925980957,7.908046866,8.231179255,7.989024714,7.70628521,7.629895457,7.723807922,8.068303898,8.097324691,8.038182584,7.881179821
"FAM200A",5.656721966,5.544547887,4.235853465,3.821963925,4.498222568,5.852993218,5.642079576,5.520875396,6.600680007,6.478502203,3.356353416,4.515724121,3.870108601,3.99230886,4.072712044,4.06899657,4.093115785,4.09480076,4.118749072,4.083143851
"FAM200B",8.0056814145,7.886576141,7.2832639625,7.3637233165,7.2858556155,7.671871618,7.3816077225,7.778119149,7.809437282,7.437250882,7.0101132455,6.818543758,6.096124409,6.595510371,6.745882596,6.580560583,7.3363573305,6.615340111,7.236007589,6.914591593
"FAM209A",4.799293653,4.630734978,5.834015237,5.520571324,5.358157812,5.239895817,5.294053605,4.359627456,4.779344629,4.853220971,5.159374856,4.807938858,5.439077575,5.52217506,5.552870119,5.550705858,5.002553945,5.730817686,5.476219886,5.369359418
"FAM20A",7.25482192933333,4.56591496,4.742936883,4.63390172533333,5.20845308233333,4.849860144,4.73861942266667,5.500313562,6.45443329,4.934125268,5.15939520166667,5.24368663633333,5.07741346766667,5.36857658,4.931687026,4.760754882,4.92610877533333,5.544806232,5.27016683533333,5.08089734333333
"FAM20C",8.784553336,7.914486353,8.062135279,8.331587963,8.509096757,7.504898577,7.482205077,8.321027606,7.557225825,7.144492589,8.241282734,7.843809582,8.292104857,7.953968466,8.103088222,7.680085557,8.074106334,7.906417424,8.327434515,8.112884131
"FAM210A",6.4638548085,6.392370935,6.3876995095,6.0437154835,6.333849867,6.825928626,6.7139554305,6.8602893,6.9951486145,7.015337896,6.086458276,6.237209966,6.135503483,6.021948427,6.1918460985,6.2020186475,6.280554378,5.889095048,5.763371055,6.077937925
"FAM216A",7.202494908,7.863440966,7.882724659,7.920355265,8.076920369,7.695353262,7.339722019,7.922423154,7.736260745,7.471600633,7.694841861,7.412640113,6.858234011,7.296706388,6.963049202,7.147991732,7.683136835,7.476390593,7.78914004,7.612998794
"FAM217B",9.338298619,9.627066189,8.985940165,8.985042456,9.212944276,9.266592538,8.775015486,9.024110392,9.355029492,9.484425711,8.570895523,8.112014893,8.205010487,8.281015131,8.570778779,8.125972187,8.294357513,8.492460893,8.385727031,8.651122157
"FAM219B",6.6557408395,7.0636688235,6.9290931905,6.925654007,6.81033623,7.919274404,7.7180346095,7.665536009,7.913752333,8.15075194,6.842799109,7.510918665,7.2432726035,7.294532874,7.371080945,7.1222678,6.8431503475,6.603199856,6.8415202385,6.7445199765
"FAM220A",9.00800729,9.109387862,8.894224372,8.699632777,8.906619427,9.378504164,9.243501215,9.361029711,9.407912456,9.421595712,8.566141218,8.645036292,8.098401181,8.484596748,8.200795462,7.998176491,8.979316416,8.321320184,8.356229026,8.479082299
"FAM222B",8.82757762,8.748345852,9.014780263,8.813908967,9.141733202,8.334583379,8.456194959,8.270252588,8.273809152,8.327607641,8.460142469,8.072726517,8.169455471,7.896800577,8.023603052,7.934713936,8.303431362,8.363735213,8.441402762,8.482942184
"FAM223A",6.607606122,5.942315425,6.696106168,6.71594322,6.711488546,7.112839985,6.617734175,6.434158392,6.51049968,7.63537405,6.717288248,6.333503752,6.221094921,6.266034603,6.025079496,6.24423117,6.485133609,6.710158471,6.491103375,6.492082266
"FAM223B",6.4580684255,5.894313968,6.574943952,6.3970302895,6.497143215,6.880241446,6.695883129,6.5822082835,6.6233421355,7.286305452,6.3985354645,6.5082313095,6.3729608485,6.6361116105,6.252650508,6.404641153,6.2117704845,6.485501999,6.2970053355,6.4054447375
"FAM225A",7.194013344,7.015321315,6.73689323,7.334518065,7.159298801,6.138864242,5.913066743,6.867745029,6.171858467,6.260025018,6.82141122,5.780280681,6.915964594,6.380136809,6.325749908,5.950043789,6.914062598,7.256710695,6.838863819,6.871851557
