"","GSM1200294","GSM1200295","GSM1200296","GSM1200297","GSM1200298","GSM1200299","GSM1200300","GSM1200301","GSM1200302","GSM1200303","GSM1200304","GSM1200305","GSM1200306","GSM1200307","GSM1200308","GSM1200309","GSM1200310","GSM1200311","GSM1200312","GSM1200313"
"LOC105379273",9.084247318,8.787087646,8.934296853,8.846825576,8.408898964,8.666048427,8.450340559,8.014886487,7.486642301,10.28968688,8.814078968,9.726565805,8.889996306,6.818882783,6.968778459,8.158830237,8.880736076,4.448356079,7.393034995,8.681591709
"LOC105379362",6.0203861995,6.057855195,6.1680601865,6.507240735,6.470560197,5.779929045,5.515457319,5.8493642815,5.7488702035,5.460728588,5.9793952465,5.7448295605,5.730692661,5.68490536,5.9445428235,5.859495472,6.2228583455,5.4250201605,6.491611786,5.9895360055
"LOC105379426",8.12363871,9.2885501635,7.458742234,7.498440077,7.897265055,7.5971612865,6.5033051845,6.0852781655,7.7972452715,6.9712278005,7.816899384,7.1532178525,7.097050768,7.9206652635,8.013669146,7.229825259,7.861083988,7.49747699,7.6004423055,7.857150122
"LOC105379499",5.567136364,5.998575464,4.533127774,4.933418274,4.946906855,4.571323045,5.209695701,6.122146019,5.068069546,6.472480967,5.088730729,4.75588643,4.416039635,4.486465102,4.637557484,4.749526115,5.524952841,4.991734047,5.031316837,4.764885979
"LOC105379516",6.763323378,7.755216987,6.654619343,6.724955993,6.847397604,6.43193919,5.651903719,5.425536527,6.628469513,6.121558495,7.207060554,6.152610494,6.14649483,6.711303513,6.89799214,6.178297993,7.153458696,6.893683213,6.565318678,7.220898537
"LOC105379554",7.8533843305,7.705543186,7.548439247,7.8139311785,7.4332876005,8.294488674,7.925129317,8.4713636535,7.8055092525,8.9696379215,7.722906474,8.5260383815,8.147641167,7.5204656575,7.533400123,8.0848296025,7.7876094795,7.462031849,7.5669800155,7.8595019565
"LOC112268140",3.698970354,3.734392846,3.978933685,3.308445569,3.551812549,3.757095643,3.65124477,3.720278694,3.687603666,3.85838535,4.017488954,4.240022559,4.694536975,4.163180128,4.172869283,4.285542323,4.159880845,4.031474558,4.298092808,4.004516739
"LOC114224",9.215552338,9.142794246,9.908941655,10.08071739,9.72817999,9.537623707,10.09904074,9.94433312,9.005679661,8.320828188,10.18360627,10.07180615,11.1540582,10.72278185,10.02755502,10.70898501,10.10005931,10.66824172,10.92393127,10.18496885
"LOC145474",8.603586356,8.463039371,8.432305552,8.938813161,8.644306605,7.068763301,7.621912083,7.247264961,7.42336869,6.575434708,8.618516137,9.433931762,10.20417347,9.44884995,9.319422833,9.469709726,8.829049393,9.477902356,8.762835357,8.621836717
"LOC202181",8.395287607,8.154757226,7.6064692545,7.7460208455,8.02656383,7.629818094,7.797414116,7.413263617,7.8416788575,7.648082846,7.8401235595,8.0080341005,7.4631157835,7.607054023,7.681328696,7.839586246,7.890365822,7.640047962,7.561232178,7.7903420885
"LOC283683",6.386037087,6.818955996,6.600455303,6.790952803,6.503101431,5.773596462,6.06710435,6.069050856,5.956025437,5.972611291,6.841768367,6.263519353,6.118493169,6.220907542,6.108393913,6.144038749,6.390376045,6.799693706,6.858681622,6.661549957
"LOC283788",6.2535681235,6.4785790125,6.72092796175,6.5314564745,7.6722647615,5.69782341275,6.5631249345,6.93380036575,5.96498554175,5.39381965525,6.0802666715,6.68246070175,5.44480639525,6.090517797,6.60674926325,5.89073326975,6.4465064425,6.0398829345,6.07418155275,6.17382114975
"LOC284412",5.216797459,5.050692635,5.5075059,4.752561397,5.148296772,5.55860458,5.600239476,5.082499732,5.445434491,5.225737094,5.902768921,6.173379167,6.021461749,5.47738503,5.584288072,5.691599234,5.227258788,5.194755979,5.738808238,5.885602009
"LOC285097",4.6298197335,4.4078339585,5.6727487505,5.4285241695,5.628183851,4.685742233,5.1992376525,4.213271329,4.787073854,4.3102614805,4.4860581795,5.387688564,5.4413124525,5.058827543,5.2593394885,5.2390004095,4.8854925665,5.3145010615,5.012219447,4.671487673
"LOC374443",7.400413103,8.42876182333333,8.19992656166667,8.220884797,8.23431055833333,8.503986147,8.560122594,8.01963954733333,8.35122877066667,8.66620849666667,8.821495506,8.566291232,7.850469311,8.22613764166667,7.91792440966667,8.30652233033333,8.550241667,8.25238912466667,7.78083173133333,8.72646129
"LOC389765",7.189907893,7.331562638,6.538866929,6.557249145,6.526682794,7.231963488,7.029713464,6.838497478,7.122908195,7.216652049,6.498532615,7.082560742,5.866661597,6.270842693,6.175396699,6.199403679,6.986938649,6.492877738,6.521633061,6.62796068
"LOC389831",6.90554009875,6.8065355105,5.3255704205,5.79570846925,4.91721241575,5.52086992775,4.667047481,5.5336543635,5.06453372775,5.7974186265,5.403993445,5.13770214275,5.0064385795,4.916601548,5.08998284925,4.997960775,5.2811011915,4.72550984775,5.28191819325,5.316717897
"LOC389834",6.97340696775,6.79209934575,6.1681382445,6.506930634,6.11994137475,6.21817432225,6.1733844985,5.879642011,5.74996844375,7.424547322,6.16082499125,6.97944265975,6.17751249975,5.25654753575,5.254743129,5.87972904725,6.3627437815,4.7596689455,5.70665315675,6.08760453125
"LOC389906",5.5858383985,4.8584445515,5.222116503,5.950566796,5.5282624595,4.4882101595,6.260470445,4.700606785,4.5240144915,5.6597519825,5.0822776185,5.5137135915,4.6686807565,4.3409694605,4.659349912,4.295530427,5.0569474185,4.858834282,5.5074669845,5.1010099975
"LOC399900",5.885801948,5.794406736,6.288147347,7.122334447,6.101192151,5.99193161,6.703999137,7.058463475,6.232313004,5.558333279,7.731984641,6.676311021,8.305217956,8.063989084,6.869926725,7.737445103,8.2952365,7.568394992,8.252212454,7.802767506
"LOC401261",7.48191018,7.856144417,8.590237508,8.827445578,8.453819745,7.61824754,8.025248303,7.923101291,8.571530719,8.013684289,8.652432787,9.070092283,9.080664891,8.793849817,8.284553747,9.053492438,9.118542367,8.325799972,8.988297883,8.620855724
"LOC408186",8.881043978,9.160949033,7.862089372,7.463514113,7.022773739,8.368939305,6.842437104,6.393464403,6.925187736,6.728763642,7.878053394,6.528137884,7.284160498,6.69468139,7.069774457,6.604773101,6.361954397,6.3298859,6.782159738,7.904684501
"LOC441081",9.507287763,8.154707551,7.462310748,8.232946121,8.579520217,8.506472729,8.326957177,9.187542837,8.624822977,7.971439704,8.244914591,7.707994795,8.981510627,8.199534563,8.428615262,8.22882783,7.534174416,7.609112272,9.000656317,8.368571232
"LOC554206",5.603410566,5.418887563,5.440860501,5.284544657,5.583076412,5.830332026,6.124669975,5.812538479,6.239211686,6.334202402,5.619492196,5.583591682,5.251974796,5.447393362,5.049488066,5.243935116,5.311491264,5.209404736,5.276137845,5.445959502
"LOC642846",6.497093647,6.774053493,6.721187125,6.817531787,6.467415374,7.608808993,7.704776805,7.500842034,8.026608276,7.868112729,7.401352352,7.677152635,8.075064544,8.010339068,7.421906388,7.95620967,7.35127005,7.110336949,6.863539238,7.693662268
"LOC644634",4.326595204,4.794536743,4.663519094,4.820107356,4.541563533,5.719761701,6.109138545,5.753409859,6.061485087,6.329888792,4.740487444,5.416760098,4.975612759,5.126388964,5.369754687,5.057492816,4.606590417,4.805198005,4.702031987,4.661434019
"LOC644656",7.245405975,7.193055419,7.570550032,7.342996798,7.16896241,7.00565078,7.260137666,7.240323052,6.836401828,6.878838401,7.944261203,7.692418121,7.60742474,7.683534828,7.433113689,7.805374446,7.933759638,7.887126614,8.190508397,7.771764379
"LOC728554",8.77402808,9.415529903,9.116694897,9.186175368,9.651051365,8.999924542,9.156887484,9.295380792,9.561539292,9.134138039,8.58765346,9.211099298,8.310876746,8.503006279,8.391646757,8.177207131,9.157015987,8.25427836,8.631780761,8.532947596
"LOC728715",8.881043978,9.160949033,7.862089372,7.463514113,7.022773739,8.368939305,6.842437104,6.393464403,6.925187736,6.728763642,7.878053394,6.528137884,7.284160498,6.69468139,7.069774457,6.604773101,6.361954397,6.3298859,6.782159738,7.904684501
"LOC728743",7.7503188375,7.3667940465,7.4373804905,7.3432931505,7.4986368495,7.3175429305,7.5279960605,7.249090985,7.4046706435,7.688476208,7.371726974,7.5314229545,7.4876867055,7.3263957755,7.2003669345,7.5693555035,7.477623483,7.171487832,7.4557290745,7.244308127
"LOC729218",7.326047807,8.364419709,6.758831734,7.993409496,7.880358297,8.513085012,7.705137378,8.106400301,8.641003212,8.561183914,8.112909463,7.652700892,8.070586033,8.085216388,8.369462521,8.225608864,7.799853583,7.959098655,7.733724975,8.080166032
"LOC729732",7.7642781945,7.922784868,7.621560026,8.256550239,8.0509878675,7.407487333,7.3846305895,7.552354254,7.6175829415,7.052637995,7.17510654,7.640257361,7.7286861595,7.332814384,7.1702258185,6.8744066355,7.5464653175,7.415776411,7.6847845545,7.201513681
"LOC729737",11.0536927,10.85865452,10.47705216,11.23601032,11.09888321,11.48914658,11.33415645,12.10389873,11.46500872,11.33059171,10.44473233,11.29014594,11.71928185,11.72813003,11.69286313,11.33025837,9.949742104,10.87230956,10.7989006,10.55480514
"LOC731157",5.02465119,5.368646174,5.395110594,5.30051475,5.49149952,5.243872644,4.957363222,5.259219156,5.074414279,4.903810668,6.03130255,5.437502443,6.108173697,5.386453204,5.404549159,6.173421583,6.088028425,6.026322889,6.073576179,6.421117036
"LOC93622",8.9777176,9.522046176,9.981324486,9.665215179,9.938415316,10.02926896,9.727651274,9.157326392,9.850205681,10.43329039,9.724886558,9.756228461,8.501103719,9.497913248,9.094934304,9.458563221,9.697373466,9.622066862,9.035043771,9.716370841
"LONP2",8.58351219433333,8.45857181566667,8.598373966,8.69442419133333,8.68452435466667,8.746974002,8.59853504133333,8.34789984333333,8.60273111366667,8.70475133866667,8.26155051766667,8.97410801633333,8.83491320433333,8.77444308533333,8.75358905366667,8.912562081,8.43864340866667,8.209360954,8.11720300833333,8.20666514133333
"LONRF1",8.125571533,7.95280134,9.632493357,9.86022003,9.799458759,7.878336178,7.711038312,8.597767155,7.232570426,7.226547992,9.753633325,9.720916476,10.05426569,9.716655296,9.33475248,9.787870198,9.837454245,9.941751988,9.88545688,9.784838115
"LOXL1-AS1",4.595234773,4.796060156,4.450352531,4.804410865,5.634300522,5.214635999,5.386097423,3.861610565,4.971766565,6.799690027,4.24222038,4.674851658,4.266919603,4.538221278,4.221518995,3.950026351,4.114318519,5.005753009,3.82776583,4.137981935
"LPAR1",6.34168006666667,7.401433919,6.54502702066667,6.94708716733333,6.85416560033333,6.69247783866667,6.787592368,7.27449671466667,7.28152057533333,6.817888991,6.48691803566667,6.10366058433333,6.469650817,6.381109654,6.52841317733333,6.064157569,6.779867838,6.061908101,6.712793477,6.59440369133333
"LPAR5",7.5027791915,7.1751795535,6.843390726,6.766549213,6.57647277,7.5012642445,6.9582668855,7.293677516,7.9027911675,8.381865962,6.2356925965,6.811146786,5.842226899,6.0863473785,6.467107719,6.0228336125,6.392216514,6.0113520435,6.2993253535,6.2002394855
"LPAR6",10.40205577,10.87119927,9.79459678,9.329518981,9.638621651,10.65933451,10.11569689,11.46937314,10.73311898,10.86484383,9.684725713,10.26073511,10.12121024,10.20586422,9.620678784,9.641705146,10.42689009,9.95644217,9.92395655,9.545399576
"LPCAT1",11.06817578,10.74192221,10.85706716,10.85256997,10.51284534,11.05338047,10.79877138,10.7900589,10.84007109,11.07663872,10.39120008,10.53754954,10.53270872,10.36841372,10.66904481,10.23483074,10.25231262,10.51531602,9.655422689,10.29517684
"LPCAT2",7.8872325795,7.676690609,7.700885457,7.6625087985,7.7232286115,8.3636079985,7.5163223895,8.4565260505,7.7438341615,7.531847361,7.1914333645,7.2084020165,7.7011640345,7.4448394775,7.8409886165,7.185617347,7.4034571755,7.058184989,7.6634085925,7.2432675155
"LPCAT4",6.6476829445,6.370333517,6.473863846,6.3655972065,6.6137304225,6.00425144,6.066816718,5.838797509,6.1126446995,6.3329073165,6.2112481155,5.9826575825,5.7177736835,5.6297106805,5.5104866735,5.903540537,5.818461064,6.2984690815,6.216290581,6.0025947385
"LPGAT1",8.665295865,8.127375314,8.559876195,8.434068509,8.831613039,7.384473553,7.271122033,7.254311358,8.066939528,7.293033166,8.809099493,7.71008994,8.837624951,8.333759233,8.197114437,8.806804521,8.161071352,8.253342844,8.514884929,8.568651699
"LPIN1",7.436740871,7.4578939425,7.9672471365,7.629530984,7.8555409265,8.424964414,8.9512498535,8.340449744,8.6834098865,8.7642806575,7.287334437,8.6361783995,8.727694613,8.747289391,8.2957873595,8.496377064,7.3986200225,7.5768315645,7.3930032665,7.2874271735
"LPIN2",9.176328206,9.13264432,8.9659890535,8.8466011765,9.242393933,9.1300735215,9.322120005,9.1246195505,9.223244453,9.544904372,8.460405133,9.107760653,8.5068741375,8.695196797,8.536160986,8.6731323235,8.665883897,8.4715497815,8.265107552,8.5074632155
"LPL",5.468503703,5.9027861395,6.1940861075,6.293330736,6.1676218605,5.713515532,6.436113355,5.5285996165,5.8619710625,6.1679296805,6.542104281,6.601579214,5.5337650485,5.510902342,6.069108321,5.514171857,6.494952583,5.777118954,6.82048769,6.58586708
"LPP",7.396358609,7.19455895266667,7.73500526466667,7.69895256033333,7.75309665433333,7.409636629,7.16507148866667,7.33119372766667,7.14573376166667,7.54833706033333,7.54134717133333,7.66468166533333,7.94505636333333,7.88239186833333,7.850378138,7.859759843,7.29686750166667,7.47094277533333,7.60990672866667,7.39656109166667
"LPXN",7.215164969,6.868151561,7.344751353,7.411978105,7.251123249,6.443598803,7.013795707,6.736057737,6.976623523,6.894599148,7.924455039,7.683155986,7.789915994,8.006387241,6.98847011,8.0427859,7.882025689,7.824292513,8.162296525,7.666966014
"LRATD2",7.265739253,7.341058311,7.844165088,7.850015167,7.808146512,7.26511527,7.818805375,6.362149755,7.228310058,7.862996674,7.689370422,7.652113315,7.5917499,7.633175543,7.56004192,7.07463256,8.278501927,8.020126814,7.764891591,7.525545692
"LRBA",9.0058029775,9.4696767245,9.6964836105,9.435579383,9.4090438665,8.777534356,8.5606159475,8.945010648,8.8672030465,9.497515888,8.769253792,8.6890410325,8.3243818345,8.496813032,8.4343931495,8.6717659885,8.9354279835,8.829589699,8.232100765,8.6887268745
"LRCH1",5.352658895,5.254043962,6.204883749,5.617240585,5.133837466,4.490608382,4.67482081,4.517416639,4.262822561,4.320792879,5.030550803,4.831635026,4.568281017,4.662086365,4.794545585,4.431023944,5.311986568,5.004687739,5.410166743,5.167209214
"LRCH3",8.56104186125,8.245750773,8.15241855825,8.02296621175,8.4693651745,7.99829062,7.884340904,7.68595514725,8.1398469775,7.86559968625,7.51685264275,7.9101492185,7.507454017,7.699566748,7.43692898,7.743541206,7.75446030325,7.60690763225,7.59496743225,7.5142882995
"LRFN3",5.714244597,6.36517836,7.376133049,6.821530342,7.113763144,7.001818117,7.51538458,5.807390558,7.107099285,8.00648935,6.36565937,7.103106637,6.06475763,6.565519093,6.317100449,5.951751107,6.192298019,6.506886467,6.355104962,6.304059708
"LRIF1",8.771046323,8.959150886,8.143053281,7.553168017,8.294705935,8.798593368,8.811971123,8.709759819,9.047671061,9.161493212,6.790390137,7.378065383,6.24560334,6.376718762,6.327903489,6.287892971,7.84175492,6.379970986,6.319478196,6.8668474
"LRIG1",7.387221867,8.348250839,8.322940461,7.488369248,8.349617412,7.998861555,8.511175784,7.120914357,8.517679772,8.522106068,7.623215209,8.69938269,7.845480771,8.132095217,7.216003531,7.873800811,8.039639628,8.095486402,7.779525641,7.682018202
"LRIG2",8.699263262,8.464882341,7.578012796,7.688786722,8.232220105,8.442477313,7.833100658,7.979254648,8.525883627,8.609094061,7.005658734,7.12285959,6.4539298,6.571902797,6.968671454,6.261987723,6.602966647,6.848230843,7.074448344,6.886301068
"LRMDA",7.953122265,8.210311123,7.947807865,8.118046673,7.532250056,7.752617572,7.695017125,8.468625691,8.495393216,7.386065428,7.932214043,8.089299506,8.364872126,7.968640206,8.595215173,8.391080052,8.223082994,7.948968376,8.296018063,8.012678333
"LRP1",8.8981246565,8.684213206,8.5356722125,8.8772540155,8.6029094725,9.3993604365,9.4315742465,9.9139801095,9.615272846,8.999942996,8.434754814,9.198174892,9.739433526,9.4489600135,9.921546457,9.252006799,8.3324725825,8.551278009,8.834163357,8.5608302465
"LRP10",8.24864378,7.816694956,8.162925067,7.967503555,8.091184417,7.018597112,7.62098155,7.300977339,7.810863477,7.468702736,8.210508188,7.465637835,7.270777204,7.522298222,7.373525791,7.564373286,7.771129051,7.823388591,8.013813255,8.138076603
"LRP11",4.745535509,5.415411695,5.53843545,5.156066575,5.713080765,5.502398341,5.578242063,5.338546814,6.196971484,5.980574908,5.095722771,5.225848662,4.586785267,5.113421296,4.829376892,4.407385637,5.652257267,5.147412561,5.621297779,5.138611391
"LRP12",5.304766781,4.758902576,4.3497838845,4.4696011715,4.660596623,4.886596548,4.058151913,5.5016724535,4.6130213335,5.3809853785,4.349369155,4.0797438895,4.1546953845,4.175658574,4.23903581,3.990270782,4.520488159,4.095320144,4.1803488215,4.153099201
"LRP6",4.461210748,4.517776922,4.894784323,4.861002323,5.537600465,4.637267982,4.605297581,4.329386791,5.163959367,4.242794049,4.967944676,4.818806104,4.505794134,4.293462638,4.342194955,4.188515545,4.976652911,4.613770451,4.864020517,4.777997082
"LRP8",8.3041276535,7.635501813,8.039708193,8.180124027,8.0468585275,7.4739565785,7.253798254,6.8173658855,7.062672516,7.13484642,7.6677717005,7.282674784,7.7142567125,7.708980046,7.9665965085,7.676802067,7.3959259885,7.8579096545,7.718155559,7.7196131075
"LRPAP1",6.803099262,6.993133212,6.849281856,6.907081816,6.832407155,6.975002345,6.91085295,6.653175152,6.615265213,6.444317213,6.285797617,6.291823661,6.104589916,6.0245281,5.822541806,5.15293562,5.996608296,6.506886467,5.947621528,5.98217846
"LRPPRC",7.8090219615,7.5852792575,7.9825363335,7.959089945,8.21257838,7.6959671095,7.629846242,7.4104439185,7.8890830325,7.890451776,7.501971811,7.6225482805,7.0389631685,7.4727509605,7.6163070135,7.1121116515,7.4444221835,7.385296858,7.1282239825,7.4121763855
"LRR1",8.537459497,8.904216264,7.745788934,7.793043134,7.80850619,8.210290132,8.174653412,8.597100566,8.639432114,8.543212861,7.621836223,7.694553816,7.874062967,7.723287603,8.059559209,7.79833403,8.267503658,7.745096061,7.475885558,7.664906072
"LRRC23",7.248083375,7.255995312,7.307188945,7.213644533,7.256899432,6.088784808,6.132101786,6.286087328,6.186649466,6.246564492,6.938788462,6.094083616,6.635430107,6.411447732,6.163690044,6.095786251,6.748655158,6.829953563,7.000809265,6.726906842
"LRRC25",9.720321366,9.352329396,8.618897135,8.498413735,8.937634976,10.31004692,10.45219795,11.13542665,10.41082476,10.18167963,8.541177074,9.973405403,9.822395258,9.996834639,9.993985466,9.05840988,8.81310414,8.233993858,8.408190349,8.688152165
"LRRC27",6.403353303,6.414225919,6.206194962,6.130931254,5.957815082,7.062196384,7.104702277,7.264827448,6.757702281,6.773957893,6.472643699,6.727702472,6.780526616,6.715064634,6.847346035,6.581686625,6.310126172,6.194335563,6.366668346,6.241533715
"LRRC37A",7.290199845,6.404893641,6.276498037,6.099960044,6.51507956,6.325645597,5.964285218,6.175451958,6.80916915,6.120023741,5.964646329,6.980931354,7.049466512,6.708633248,6.9205779,6.76691646,5.884621111,6.027487823,6.138345201,6.248509602
"LRRC37A2",9.06915416466667,8.00125091933333,8.146406521,8.22471122366667,8.36974440033333,7.96192897866667,7.929723549,7.70520340766667,8.23450064566667,7.967618147,7.901003931,7.93261785066667,7.65078688833333,7.987861682,7.55413814166667,7.746529847,7.73405652133333,7.67413758666667,7.63697887,8.002889568
"LRRC37A3",7.290199845,6.404893641,6.276498037,6.099960044,6.51507956,6.325645597,5.964285218,6.175451958,6.80916915,6.120023741,5.964646329,6.980931354,7.049466512,6.708633248,6.9205779,6.76691646,5.884621111,6.027487823,6.138345201,6.248509602
"LRRC37A4P",5.256396918,5.588121398,5.496903339,5.414964062,5.1941677,6.0879103,6.553967776,5.830755966,6.628231295,6.701911713,4.942180052,6.593581812,6.082826248,6.653222277,6.885851396,7.156962265,5.061209149,5.377424537,5.569465524,5.125361997
"LRRC41",7.627084348,7.761895326,7.637463403,7.562549382,7.542972347,8.337927003,8.298595726,8.546525063,8.537021707,8.42762371,7.649535464,8.271811733,7.964863401,8.076092032,8.250370048,7.697349007,7.714774982,7.473156589,7.667226739,7.820063794
"LRRC57",5.808077904,5.656310754,5.466790136,5.55501008,5.690801332,6.082313482,5.944045753,6.178226435,6.431591701,5.952169101,5.856379804,5.667172858,6.232583276,6.391065789,6.191243844,5.926914122,4.969961214,5.950811503,5.971289199,5.597267693
"LRRC58",3.497899723,3.47289472,3.581013809,3.59016275,3.59624666,5.317083806,4.401310644,4.477350364,4.709430855,4.664777996,3.587443451,4.284506597,4.566110265,5.100035067,4.76547366,4.767276762,3.665874678,3.577170136,3.483678174,3.539882057
"LRRC69",8.045039863,7.813869647,7.737141526,7.599735753,7.932222985,7.818697798,7.360902215,7.468050103,7.698256858,7.383209306,6.656685873,6.962169865,6.794171159,6.492640183,6.930675322,6.76350419,7.008112768,7.342078266,6.885963089,6.825369808
"LRRC70",5.449702695,5.556546969,6.798385735,6.851344715,6.656370718,6.546104498,6.572734565,5.570428782,5.787222694,5.611940564,7.007025837,6.992386678,7.034328068,6.847563234,7.278535613,7.418252514,7.53395283,6.804702333,7.047974097,6.920967396
"LRRC8A",7.70828684,7.575411338,7.913468336,7.826611968,7.895635988,6.972350459,7.483476127,6.870502826,6.984884397,7.024594968,8.014006337,7.480275841,7.574482809,7.61020049,7.937963516,7.975947881,7.79859671,7.845215725,7.938358882,7.873138802
"LRRC8B",5.586267373,4.787804622,5.383358338,5.855979616,5.407671519,4.857953046,5.070688477,4.690826001,4.976490904,4.334387496,5.965937235,4.678327736,5.376821791,4.967744336,5.109240779,5.109454043,5.081219105,5.159874549,5.736518983,5.647377767
"LRRC8C",8.5447944885,8.7873708005,8.788349273,8.445878304,9.3764210485,8.22169407,7.9449515955,8.2924898295,8.8039407465,8.7903717465,7.9267845515,8.291585276,7.692431611,8.025533499,7.267664496,7.415174967,7.5182011375,8.043684582,8.0421347595,7.869774863
"LRRD1",8.167317921,7.1107670795,7.506122679,7.0653946155,7.188601088,7.948073461,7.64696988,8.1074754165,7.6194429785,8.3935539435,7.629749125,7.7782091555,8.155058825,7.884416202,8.184702472,7.83703024,7.7637962625,7.5126090045,7.7616741025,7.663739338
"LRRFIP1",9.99515313125,9.66803806875,9.947046122,9.9090084745,10.03153545775,8.83643918425,9.4556031185,8.913546761,9.1960958515,8.990093751,9.529839966,9.79291256525,10.26836268825,9.84911276125,9.9609413015,9.71629871075,9.62946835475,9.531649476,9.6213644935,9.56142245325
"LRRFIP2",6.87543492,6.6343751205,6.679774839,6.7320659305,6.649247353,6.6083732555,6.7277802165,6.5352344525,6.7235253805,6.5333208285,6.628858926,7.797831384,8.5539938135,7.6480493175,7.8765574,7.4360279175,6.8412055665,6.4291764325,6.5729356905,6.402464306
"LRRIQ3",3.310061204,3.63422263,3.419613103,3.449678489,3.6726803,3.402316299,3.779890846,3.564527642,4.69396811,3.766047907,2.827147158,3.685689547,3.161991592,3.357980003,3.315463309,3.103434718,3.492870668,3.274794093,3.165095906,3.212697553
"LRRK1",7.046145486,6.740175415,6.482061159,6.143552742,6.30909699,5.630776629,5.792685994,5.675525202,5.497312936,5.272455242,6.447921988,6.38144212,6.936416205,6.093042507,6.429604455,6.120986326,6.270143152,6.263095623,6.556609433,6.649088057
"LRRK2",10.82126972,10.97361773,10.26772238,10.25100546,10.36557093,10.44002623,9.694562984,10.87637554,10.30390202,9.817305288,9.977890292,9.336035328,10.20160529,9.78511128,10.27654195,9.53601075,9.891642019,9.613259673,10.24289446,9.895951583
"LRRN1",3.180545484,3.411244736,3.163852563,3.591995096,3.538144303,3.574446139,3.212344627,2.945811182,5.411880774,3.306907608,3.177107885,3.528108919,3.198528965,3.203336246,3.239587224,3.283565834,3.24731853,2.982376643,3.098921168,2.936918352
"LRRN3",8.8010949015,7.2677551085,7.8257056025,8.346485282,8.52775902,6.9703261815,7.193504779,5.5556045615,7.5702524855,6.6914453795,7.129581666,7.5913588915,5.9968373535,6.4324755705,5.6594888365,6.5872980545,7.785703656,6.195942657,7.9708065615,7.189967996
"LRSAM1",5.45499963,5.677203015,5.383347994,5.509283301,5.541897962,6.796668892,6.631670625,6.999354163,6.787156016,7.01568987,5.453538328,6.716326033,6.835352259,6.529035184,7.043198724,6.837676149,5.555831701,5.731791093,5.197041484,5.552404699
"LSG1",8.490866425,8.78437676866667,8.165664191,8.320231615,8.22925639933333,8.11034243466667,8.60649696466667,8.35096928433333,8.35180976366667,8.58352309233333,8.21519080866667,8.357153137,7.788728436,8.16834961433333,8.17934809933333,8.277219852,8.11865663333333,8.08687341466667,7.807410428,8.013815942
"LSM11",5.9021250405,6.357868539,6.159529603,6.0377396415,6.1466087815,5.8201698745,5.9545287125,5.9599053915,6.1613991875,6.198357816,5.594702023,5.4934784545,5.158481632,5.26544483,5.2882324895,5.2647121085,5.4069182675,5.621421698,5.631475789,5.782126435
"LSM14B",6.8095629675,6.76111808,7.246756721,7.150578933,7.1900004045,6.3197939875,6.1459487985,6.1580500265,6.3070674395,6.348943435,7.101566506,6.4197336975,6.5474196815,6.4373474865,6.509183129,6.2192582405,7.0349173895,6.811825907,6.991959169,6.9494130545
"LSM5",5.679571585,5.698819397,6.04266376,5.804844896,6.326361067,5.642372672,5.741214549,5.422470293,5.929509998,5.701112003,5.587240406,5.621216134,4.995810799,4.95232942,5.293442894,5.233260987,6.065190475,5.733807261,5.684273811,5.403525284
"LSM8",7.4391264475,7.31142833,6.6853490635,7.1230732975,7.319127893,7.0792405235,6.5201537805,6.9268463305,7.388716569,7.3946675195,6.6426384935,6.4026999305,6.1775048275,6.3304763195,6.451276363,6.189380321,6.401954752,5.975044068,5.944824589,6.543945836
"LSP1",10.23578459,9.992471072,10.27965395,10.28518336,10.05937101,12.09868114,11.92445785,12.15939537,11.95644427,11.83090007,10.27254338,12.38664312,11.86637775,12.31948821,12.00328596,11.85152949,10.31729558,10.39593355,10.28791646,10.4246646
"LSR",7.046880629,6.924766631,7.752654271,7.737686782,7.860733171,7.189064731,7.555314316,6.142500391,7.757974217,7.453263839,7.362928934,7.914214318,7.26880896,7.650605104,7.200351815,7.496527989,6.993704239,7.522212864,7.57638599,7.433187547
"LSS",5.64185385,5.887747578,6.023904765,6.167517407,5.999260388,6.559015702,6.691525505,6.737889645,6.644124527,6.625496249,5.913332445,6.471095061,6.435431564,6.42800302,6.875698103,6.612145254,5.883729673,6.027022003,5.966707395,6.040937366
"LTA4H",12.00578679,12.67949369,12.57638905,12.19022816,12.11029847,12.68719792,12.14346325,13.27228522,12.76588552,12.31405572,12.68410303,12.05340393,12.15669407,12.03057965,12.80820734,12.11442336,12.14092089,11.92425705,12.84255801,12.71787385
"LTB",12.17820972,11.28049658,12.18488876,11.633159,12.40616984,11.2562984,11.88001229,10.23913164,12.21303635,11.77135452,11.81768164,12.21037251,10.97521315,10.83328676,11.05024314,11.47083561,12.03188526,11.09348718,11.57252248,11.73337312
"LTB4R",9.007268995,8.735292535,8.348077305,8.699453772,8.632997864,9.102400052,8.754127819,8.973317849,9.056889375,8.481057862,8.188692783,8.822020503,9.067716936,8.83958073,9.308208664,8.634209263,8.166510102,8.218102006,8.37829661,8.336807644
"LTBP1",8.97633985,8.7290221155,8.305506245,8.6710490085,7.9043039495,7.4495635995,6.9336683005,8.616279921,6.940295523,7.9679887455,8.012928574,7.6507712865,7.384365146,7.450710065,7.9081117405,7.487675027,8.0879380175,7.5598795275,7.852228011,7.9339056065
